,name,episode,speaker,text,episode_lines_id,all_lines_id
51,1,1,Marshall ,"Okay, look what I got (runs to the fridge. Takes out wine bottle)",52,52
52,1,1,Lily ,Aw-honey. Champagne! (hands it to Marshall),53,53
53,1,1,Marshall ,(after short silence) Yeah. (hands it back),54,54
54,1,1,Lily ,"(realizing) No, you are too old to be scared to open a bottle of champagne!",55,55
55,1,1,Marshall ,I'm not scared.,56,56
56,1,1,Lily ,Then open it!,57,57
57,1,1,Marshall ,Fine (takes bottle. Looks at it for a couple of seconds) Please open it (hands it to Lily),58,58
58,1,1,Lily ,"You are unbelievable, Marshall. No-(Scene splits in half and shows both Lily and Marshall on top arguing and Ted and Yasmine on the bottom mingling)",59,59
59,1,1,Narrator ,"There are two big questions a man has to ask in life. One you plan out for months, the other just slips out when you're half drunk at some bar.",60,60
60,1,1,Marshall ,(To Lily) will you marry me?,61,61
61,1,1,Ted ,(To Yasmine) you wanna go out sometime?,62,62
62,1,1,Lily ,"Of course, you idiot! (hugs him and they fall back)",63,63
63,1,1,Yasmine ,I'm sorry; Carl's my boyfriend (points to bartender),64,64
64,1,1,Ted ,"Sup, Carl?",65,65
65,1,1,Marshall ,I promised Ted we wouldn't do that.,66,66
66,1,1,Lily ,Did you know there's a pop tart under your fridge?,67,67
67,1,1,Marshall ,"No, but dibs. Where's that champagne? I wanna drink a toast with my fiancé.",68,68
68,1,1,Lily ,aww (claps. They kiss),69,69
69,1,1,Marshall ,"I don't know why I was so scared of this. Pretty easy right? (Pops cork, hit's Lily's eye)",70,70
70,1,1,Lily ,(YELLS),71,71
71,1,1,Marshall ,(covers mouth) OH!,72,72
72,1,1,Ted ,Why am I freaking out all of a sudden? This is crazy! I'm not ready to settle down.,73,73
73,1,1,Barney ,(ignoring) how does Carl land a Lebanese girl?,74,74
74,1,1,Ted ,"It's always been ""don't even think about it till you're thirty""",75,75
75,1,1,Barney ,Exactly-the guy doesn't even own a suit!,76,76
76,1,1,Ted ,"Plus Marshall's found the love of his life. Even if I was ready, which I'm not, but if I was it's like, ""Okay, I'm ready! Where is she?"" (Spots Robin)",77,77
77,1,1,Narrator ,and there she was.,78,78
78,1,1,Narrator ,"It was like something from an old movie. Where the sailor sees the girl across the crowded dance floor, turns to his buddy and says, ""see that girl? I'm going to marry her someday""",79,79
79,1,1,Ted ,"Hey Barney, see that girl?",80,80
80,1,1,Barney ,"(to Robin) Hey, have you met Ted?",81,81
81,1,1,Robin ,"Let me guess, (points) Ted?",82,82
82,1,1,Marshall ,"I'm sorry, Lily. I'm so sorry. Take us to the hospital.",83,83
83,1,1,Cabdriver ,"Whoa, whoa, whoa-did you hit her?",84,84
84,1,1,Lily ,"Hit me? Please, this guy could barely even spank me in bed for fun. He's all like, (hits ice in bag using to cover eye) ""Oh, did that hurt?"" and I'm like, ""Come on, let me have it you pansy!"" (realizes) Wow, complete stranger.",85,85
85,1,1,Cabdriver ,"no, no, no, no-it's okay, go on. (Turns meter on.) So these, spankin's...you in pajamas or going ""naturelle""",86,86
86,1,1,Ted ,So what do you do?,87,87
87,1,1,Robin ,I'm a reporter for Metro News 1.,88,88
88,1,1,Ted ,(nods) Oh.,89,89
89,1,1,Robin ,"Well, kind of a reporter. I do those dumb little fluff pieces at the end of the news, you know. Like-um-monkey that can play the ukulele. I'm hoping to get some bigger stories soon.",90,90
90,1,1,Ted ,"Bigger like, uh, gorilla with an up-right bass? Sorry, you're really pretty. (Robin laughs and waves to her friends) Oh, your friends don't seem too happy.",91,91
91,1,1,Robin ,"Yeah, see the one in the middle just got dumped by her boyfriend so tonight every guy is... ""The enemy"".",92,92
92,1,1,Ted ,You know if you don't make your friend feel better you could throw a drink at my face. I don't mind.,93,93
93,1,1,Robin ,She would love that! It does look fun in the movies.,94,94
94,1,1,Ted ,"Hey, you wanna have dinner with me Saturday night?",95,95
95,1,1,Robin ,"Oh, I can't. I'm going to Orlando for a week on Friday. Some guys attempting to make a big (cut) so my news is covering it.",96,96
96,1,1,Ted ,That's going to take a week?,97,97
97,1,1,Robin ,"Yeah, he's going to eat it too, it's another record.",98,98
98,1,1,Robin's Dumped Friend," Hey, what's taking so long?",99,99
99,1,1,Ted ,"Uh, I know this is a long shot, but how about tomorrow night?",100,100
100,1,1,Robin ,"(stops) Yeah, (agrees) What the hell (passes number to Ted. Throws drink on Ted's face) JERK! (Walks away. Whispers) that was fun.",101,101
101,1,1,Barney ,(comes back laughing) De-wait for it-nied! Denied!,102,102
102,1,1,Ted ,We're going out tomorrow night.,103,103
103,1,1,Barney ,I thought we were playing laser tag tomorrow night?,104,104
104,1,1,Ted ,"Yeah, I was never going to go play laser tag. (Wipes alcohol off his face)",105,105
105,1,1,Narrator ,"The next night, I took her out to this little bistro in Brooklyn.",106,106
106,1,1,Robin ,Wow that is one bad-ass blue French horn.,107,107
107,1,1,Ted ,Yeah.,108,108
108,1,1,Robin ,Mhmm.,109,109
109,1,1,Ted ,Sort of looks like a... Smurf pen1s.,110,110
110,1,1,Narrator ,"Son, a piece of advice. When you go on a first date you really don't wanna say ""smurf pen1s"". Girls don't ordinarily like that.",111,111
111,1,1,Narrator ,But that was no ordinary girl.,112,112
112,1,1,Marshall ,Lilly?,113,113
113,1,1,Lily ,How long have you been sitting there!? Stupid eye patch.,114,114
114,1,1,Ted ,"Mom, dad, I have found the future Mrs. Ted Mosby! Marshall, how have I always described my perfect woman?",115,115
115,1,1,Marshall ,Oh let's see (thinks) she likes dogs?,116,116
116,1,1,Robin ,I've got five dogs.,117,117
117,1,1,,Marshall:...she drinks scotch?,118,118
118,1,1,Robin ,I love a scotch that's old enough to order its own scotch.,119,119
119,1,1,Marshall ,"Can quote obscure lines from ""Ghostbusters""?",120,120
120,1,1,Robin ,"Ray, when someone asks you if you're a god you say, ""Yes!""",121,121
121,1,1,Ted ,And I'm saving the best for last.,122,122
122,1,1,Robin ,Do you want these? (Holding up remaining olives from her plate) I hate olives.,123,123
123,1,1,Marshall ,She hates olives! Awesome!,124,124
124,1,1,Lily ,The olive theory.,125,125
125,1,1,Ted ,"The olive theory is based on my friends, Marshall and Lily. He hates olives, she loves them. In a weird way that's what makes them such a great couple. A Perfect balance (eats olive).",126,126
126,1,1,Robin ,"You know, I've had a jar of olives just sitting in my fridge forever.",127,127
127,1,1,Ted ,(flirting) I can take them off your hands.,128,128
128,1,1,Robin ,(flirting back) they're all yours.,129,129
129,1,1,Marshall ,"Oh, it is on! It is on (imitates robot) till the break of dawn.",130,130
130,1,1,Lily ,"wait, it's only the break of ten-thirty. What happened?",131,131
131,1,1,Robin ,"I've gotta get one of those blue French horns for over my fireplace. It's gotta be blue, it's gotta be French.",132,132
132,1,1,Ted ,No Green Clarinet?,133,133
133,1,1,Robin ,No.,134,134
134,1,1,Ted ,"Come on, no purple tuba?",135,135
135,1,1,Robin ,"It's a smurf pen1s, we're no dice.",136,136
136,1,1,Producer ,"(from inside van) there you are! We've got a jumper! Some crazy guy on the Manhattan Bridge. Come on, you're covering it!",137,137
137,1,1,Robin ,"Um, alright. I'll be right there. (To Ted) I'm sorry. I had a really great time tonight.",138,138
138,1,1,Ted ,Yeah.,139,139
139,1,1,Marshall ,So? Did you kiss her?,140,140
140,1,1,Ted ,"No. The moment wasn't right. (They sigh) Look, this woman could be my future wife; I want our first kiss to be amazing.",141,141
141,1,1,Lily ,"Aww, Ted that's so sweet. So you chickened out like the little bitch.",142,142
142,1,1,Ted ,What? I did not chicken out! You know what? I don't need to take first kiss advice from some pirate who hasn't been single since the first week of college.,143,143
143,1,1,Lily ,"Ted, anyone who's single would tell you the same thing. Even the dumbest single person alive, and if you don't believe me...call him.",144,144
144,1,1,Barney ,"(Phone) Hey loser, how's not playing laser tag? Because playing laser tag is awesome! Oh, I k*lled you Connor; don't make me get your mom!",145,145
145,1,1,Ted ,"Hey, listen. I need your opinion on something.",146,146
146,1,1,Barney ,"Okay, meet me at the bar in fifteen minutes-AND SUIT UP!",147,147
147,1,1,Ted ,So these guys think I chickened out. What do you think?,148,148
148,1,1,Barney ,I can't believe you're still not wearing a SUIT!,149,149
149,1,1,Ted ,She didn't even give me the signal.,150,150
150,1,1,Barney ,"What is she goanna-is she goanna bat her eyes at you in Morse code (bats eyes)?? Ted (bats eyes) Kiss me-No, you just kiss her!",151,151
151,1,1,Ted ,Not if you don't get the signal.,152,152
152,1,1,Barney ,Ee-(Kisses Marshal) Did Marshall give me the signal?,153,153
153,1,1,Marshall ,"No! (To Lily) I didn't, I swear.",154,154
154,1,1,Barney ,"But see-at least, tonight, I get to sleep knowing, Marshall and Me... never going to happen. You should've kissed her.",155,155
155,1,1,Ted ,"Urgh, I should've kissed her. What about when she gets back from Orlando?",156,156
156,1,1,Barney ,A week? That's like-a year in hot girl time. She'll forget all about you. Mark my words: you will never see that one again.,157,157
157,1,1,Ted ,There she is...,158,158
158,1,1,Lily ,"Ooo. She's cute! (To Carl) Hey Carl, turn it up!",159,159
159,1,1,Robin ,"(on TV)...persuaded him to reconsider at which point the man came down off the ledge, giving this bizarre story a happy ending. Reporting from",160,160
160,1,1,Marshall ,"Huh, guy didn't jump",161,161
161,1,1,Robin ,"(on TV) Metro One News, back to you bill.",162,162
162,1,1,Ted ,I'm goanna go kiss her. Right now.,163,163
163,1,1,Marshall ,"Oh-Dude, it's midnight. As your future lawyer I'm goanna advise you: that's freakin' crazy!",164,164
164,1,1,Ted ,"I never do anything crazy! I'm always waiting for the moment! Planning the moment! Well she's leaving tomorrow this may be the only moment I'm goanna get! I gotta do what that guy couldn't, I gotta take the leap! Okay not a perfect metaphor, for me it's fall in love and get married-for him it's... death.",165,165
165,1,1,Barney ,"Actually, that is a perfect metaphor. By the way, did I congratulate you two? (Raises glass to Lily and Marshall)",166,166
166,1,1,Ted ,I'm doing this. (Starts to leave),167,167
167,1,1,Lily ,Let's go (pulls Marshall up),168,168
168,1,1,Marshall ,Word up!,169,169
169,1,1,Lily ,We're coming with you.,170,170
170,1,1,,Ted:...Barney?,171,171
171,1,1,Barney ,"Alright, but under one condition.",172,172
172,1,1,Barney ,"(happy) look at you, you beautiful b*st*rd, you suited up! This is totally going in my blog!",173,173
173,1,1,Ted ,(To Ranjit-Cabdriver) Stop the car. Uh-pull over right here. I gotta do something.,174,174
174,1,1,Ted ,"Excuse me, pardon me. (grabs the Blue French Horn) Enjoy your coffee. (Runs away)",175,175
175,1,1,Waitor ,"Hey, HEY!",176,176
176,1,1,Ted ,"go, go, GO! (looks to his friends. Shrugs) Everybody brings flowers.",177,177
177,1,1,Ted ,(Exhales) Okay. Moment of truth. Wish me luck. (Exhales),178,178
178,1,1,Barney ,Ted's goanna get it on with a TV reporter (nods. Laughs.) This just in. Okay (holds hand up for high-fives),179,179
179,1,1,Lily ,"Kiss her, Ted. Kiss her good.",180,180
180,1,1,Marshall ,Kiss the crap out of that girl,181,181
181,1,1,Ted ,"Marshall, remember this night. When you're the best man at our wedding and you give a speech, you're goanna tell this story. (exits cab)",182,182
182,1,1,Barney ,Why does he get to be the best man? (Shouts out) I'M YOUR BEST FRIEND!,183,183
183,1,1,Narrator ,"As I walked up to that door a million thoughts raced through my mind. Unfortunately, one particular thought did not.",184,184
184,1,1,Robin ,I've got five dogs.,185,185
185,1,1,Ted ,"Not good, not good, not good, not good.",186,186
186,1,1,Lily ,No!,187,187
187,1,1,Marshall ,Go back in there!,188,188
188,1,1,Barney ,You're wearing a suit!,189,189
189,1,1,Robin ,(from window) Ted?,190,190
190,1,1,Ted ,"Hi! (Silence) I was just uh-(hold up Smurf pen1s, aka French Horn)",191,191
191,1,1,Robin ,Come on up.,192,192
192,1,1,Marshall ,He's in.,193,193
193,1,1,Barney ,"So, (looks to the cabdriver) Ranjit... you must've done it with a Lebanese girl.",194,194
194,1,1,Lily ,Okay-that's my Barney Limit. (Starts to leave the cab) I'm goanna see if that Bodega has a bathroom. (Leaves),195,195
195,1,1,Ranjit ,"Actually, I'm from Bangladesh.",196,196
196,1,1,Barney ,The women hot there?,197,197
197,1,1,Ranjit ,Here's a picture of my wife! (Shows picture),198,198
198,1,1,Barney ,(Whispers to Marshall) Simple no would have sufficed. (To Ranjit) She's lovely.,199,199
199,1,1,Robin ,"So, Ted. What brings you back to Brooklyn at one in the morning in a-suit.",200,200
200,1,1,Ted ,I was just hoping to get those olives... that you said I could have.,201,201
201,1,1,Robin ,Would you like those olives with some Gin and Vermouth?,202,202
202,1,1,Ted ,Are you trying to get me drunk?,203,203
203,1,1,Robin ,For starters (turns music on. Leaves to the kitchen),204,204
204,1,1,Ted ,(Looks up and mouths) Thank you.,205,205
205,1,1,Barney ,"So, Marshall. This ""Olive Theory"" based on you and Lily?",206,206
206,1,1,Marshall ,Yeah...,207,207
207,1,1,Barney ,"You hate olives? Lily loves them, you can't stand them.",208,208
208,1,1,Marshall ,"Yeah, hate olives.",209,209
209,1,1,Barney ,"Two weeks ago, Spanish bar on 79th Street, dish of olives-you had some. What up?",210,210
210,1,1,Marshall ,(looks around for sign of Lily) You have to swear that this does not leave this cab.,211,211
211,1,1,Barney ,I swear.,212,212
212,1,1,Ranjit ,(Cuts into conversation) I swear.,213,213
213,1,1,Marshall ,"On our first date, I ordered a Greek salad; Lily asked if she could have my olives. I said, ""Sure... I hate olives.""",214,214
214,1,1,Barney ,But you like olives!,215,215
215,1,1,Marshall ,"Well, I was eighteen, okay? I was a virgin. Been waiting for my whole life for a pretty girl to want my olives.",216,216
216,1,1,Barney ,"Marshall, I'm going to get you an early wedding present. Don't get married.",217,217
217,1,1,Robin ,"I think I like your ""Olive Theory"".",218,218
218,1,1,Ted ,I think I like your French Horn.,219,219
219,1,1,Robin ,I think I like your nose.,220,220
220,1,1,Ted ,I think I'm in love with you.,221,221
221,1,1,,"Lily, Marshall and Barney: What?",222,222
222,1,1,Son and Daughter, What?,223,223
223,1,1,Robin ,What?,224,224
224,1,1,Barney ,"Come on man, you said your stomach's been hurting, right? You know what that is! Hunger. You're hungry for experience. Hungry for something new. Hungry for olives. But you're too scared to do anything about it.",225,225
225,1,1,Marshall ,"Yeah, I'm scared, okay? But when I think about spending the rest of my life with Lily... committing forever, no other women (Lily appears behind Marshall in the open window) doesn't scare me at all. I'm marrying that girl. (Lily pops her head in from the window. Marshall turns around) Lily. Lily, I like olives.",226,226
226,1,1,Lily ,We'll make it work. (They kiss.),227,227
227,1,1,Ranjit ,aww.,228,228
228,1,1,Ted ,"So Orlando, you goanna hit Disney World?",229,229
229,1,1,Robin ,You love me?,230,230
230,1,1,Ted ,"Oh, god, I can't believe I said that. Why did I say that? Who says that? I should just go. (Gets up)",231,231
231,1,1,Robin ,Hold on. (Gets up) Wait a minute. (Hands him Olives) Promised you these.,232,232
232,1,1,Ted ,Olives. Thanks. I love you. What's wrong with me?,233,233
233,1,1,Barney ,"Why are we still sitting here? Let's go! We can still make last call. What do you say Lil? (Pirate Accent) Yo, ho ho and a bottle o' rum? (Silence) 'Cuz you're a pirate...",234,234
234,1,1,Lily ,"Okay, eye patch gone-(takes eye patch off and throws it at Barney) And we can't just abandon Ted. If it doesn't go well up there he's gonna need some support.",235,235
235,1,1,Marshall ,It's been like twenty minutes. You think they're doin' it?,236,236
236,1,1,Barney ,You think they're doing it in front of the dogs?,237,237
237,1,1,Marshall ,Doggie style. (Laughs),238,238
238,1,1,Barney ,I had this girl in college; she had a golden retriever-,239,239
239,1,1,Lily ,"Okay, we can go to the bar, just stop talking.",240,240
240,1,1,Barney ,Hit it Ranjit. (They drive off),241,241
241,1,1,Ted ,"So when you tell this story to your friends, could you avoid the word ""psycho""? I prefer...eccentric.",242,242
242,1,1,Robin ,"Good night, psycho (smiles). (Ted sarcastically clutches heart. Realizes friends left him)",243,243
243,1,1,Ted ,Great (before Robin closes the door) Umm... how do I get to the F Train?,244,244
244,1,1,Robin ,"Oh, um-two blocks (comes out) that way (points) and take a right.",245,245
245,1,1,Ted ,"(upset/tired) Thanks. (Walks down the steps. Robin begins to walk in) You know what? (Robin stops. Ted turns around). I'm done being single. I'm not good at it. Look, obviously you can't tell a woman you just met you love her. But... it sucks that you can't. I'll tell you something though, if a woman-not you... just some hypothetical woman-were to bare with me through all this. I think I'd make a damn good husband. Because that's the stuff I'd be good at. Stuff like making her laugh and being a good father... and walking her five hypothetical dogs. Being a good kisser.",246,246
246,1,1,Robin ,Everyone thinks they're a good kisser.,247,247
247,1,1,Ted ,"Oh, I've got references.",248,248
248,1,1,Robin ,"Good night, Ted. (Shake hands.)",249,249
249,1,1,Ted ,And I'm a good hand shaker,250,250
250,1,1,Robin ,that's a pretty great hand shake. (Looks him in the eyes),251,251
251,1,1,Ted ,"And that was it, probably never see her again. (Silence) What?",252,252
252,1,1,Marshall ,That was the signal!,253,253
253,1,1,Lily ,That long lingering handshake-you should've kissed her!,254,254
254,1,1,Barney ,There's no such thing as the signal. But yeah-that was the signal.,255,255
255,1,1,Rangit ,Signal (nods),256,256
256,1,1,Marshal ,"Ah, Carl thank you. Something I gotta do.",257,257
257,1,1,Carl ,"By the way, you should've kissed her.",258,258
258,1,1,Ted ,Carl!? (turns to friends) You guys weren't there.,259,259
259,1,1,Lily ,I am so turned on right now.,260,260
260,1,1,Ted ,"Guys, trust me. I've seen the signal. That was not the signal.",261,261
261,1,1,Barney ,"Yeah Ted, we're not on you anymore.",262,262
262,1,1,Marshall ,(Toasting) To my fiancé!,263,263
263,1,1,Lily ,(smiles) to the future!,264,264
264,1,1,Ranjit ,To one hell of a night!,265,265
265,1,1,Ted ,That was not the signal!,266,266
266,1,1,Narrator ,"I asked her about it years later, and yeah, that was the signal. I could've kissed her. But that's the funny thing about destiny.",267,267
267,1,1,,Narrator:... it happens whether you plan it or not. I mean I...,268,268
268,1,1,,Narrator:... never thought I'd see that girl again. But it...,269,269
269,1,1,,"Narrator:...turns out, I was just too close...",270,270
270,1,1,,Narrator:...to the puzzle to see the picture that was forming. Because that kids...,271,271
271,1,1,,"Narrator:...is the true story, of how I met your Aunt Robin.",272,272
272,1,1,Son ,Aunt Robin?,273,273
273,1,1,Daughter ,I thought this was about how you met mom!,274,274
274,1,1,Narrator ,Will you relax? I'm getting to it. (Son and daughter sit back unpleased) like I said:,275,275
275,1,1,,Narrator:...it's a long story.,276,276
276,1,2,Narrator ,"Okay, where was I?",1,277
277,1,2,Daughter ,You were telling us how you met mom.,2,278
278,1,2,Son ,In excruciating detail...,3,279
279,1,2,Narrator ,"Right, so (While Flashbacks take place) back in 2005 when I was twenty-seven, my two best friends got engaged. And it got me thinking, ""Maybe I should get married."" Then I saw... Robin. She was incredible. I just knew I had to meet her. That's where your Uncle Barney came in.",4,280
280,1,2,Barney ,"I suggest we play a little game I like to call, ""Have you Met Ted?""",5,281
281,1,2,Ted ,"No, no, no-we're not playing ""Have you Met Ted!""",6,282
282,1,2,Barney ,(Taps Robin's shoulder) Hi! Have you met Ted? (Leaves),7,283
283,1,2,Narrator ,"So I asked her out, and I know this sounds crazy... but after just one date, I was in love with her, which made me say something stupid",8,284
284,1,2,Ted ,I think I'm in love with you.,9,285
285,1,2,Robin ,What?,10,286
286,1,2,Daughter ,"Oh, Dad.",11,287
287,1,2,Son ,So then what happened?,12,288
288,1,2,Narrator ,"Nothing. I mean, I made a complete fool of myself. So... a week went by and I decided not to call her.",13,289
289,1,2,Marshall ,"So you're not goanna call her? You went from, ""I think I'm in love with you"" to ""I'm not gonna call her?""",14,290
290,1,2,Ted ,"I wasn't in love with her, okay? I was briefly in love with the abstract idea of getting married! That had absolutely nothing to do with Robin. (Finds Lily and Robin chatting at a table.) Robin!",15,291
291,1,2,Robin ,Hey!,16,292
292,1,2,Lily ,Look who I ran into!,17,293
293,1,2,Ted ,Since when do you guys know each other?,18,294
294,1,2,Robin ,"Uh... since about (points to glass) here. Lily recognized me from the news and-(Lily and Marshall kiss) Hello, Sailor!",19,295
295,1,2,Ted ,They just got engaged.,20,296
296,1,2,Robin ,"Well, I should get back to the station. See you guys. (Marshall raises a hand while still kissing Lily) Nice seeing you, Ted.",21,297
297,1,2,Ted ,"Yeah, you too. (Robin leaves, Barney walks closer) Damn it.",22,298
298,1,2,Lily ,What?,23,299
299,1,2,Ted ,I'm in love with her.,24,300
300,1,2,Barney ,(hits him) No! As your sponsor I will not let you relapse. You blew it; it's over-move on.,25,301
301,1,2,Ted ,I don't know! I just have this feeling. She's the future Mrs. Ted Mosby.,26,302
302,1,2,Ted ,"Lily, you squeaked?",27,303
303,1,2,Ted ,"She said something about me didn't she? Come on, spill it, Red.",28,304
304,1,2,Lily ,Fine!,29,305
305,1,2,Lily ,So what do we think of Ted?,30,306
306,1,2,Robin ,(laughs) Ted's something else.,31,307
307,1,2,Ted ,"Huh... I'm gonna spin that as good. Lots of guys are ""something"", I'm ""something else"".",32,308
308,1,2,Robin ,Comes on a little strong.,33,309
309,1,2,Ted ,But...that's part of my charm.,34,310
310,1,2,Lily ,But that's part of his charm.,35,311
311,1,2,Robin ,"Oh, totally. I mean, he's sweet, he's charming, he's just looking for something a little bit more serious than I am. I mean the most I can handle right now is something casual. This just stays between us, right?",36,312
312,1,2,Lily ,Are you kidding? This flapper-for knocks.,37,313
313,1,2,Lily ,(shy) Oops...,38,314
314,1,2,Ted ,"She wants casual. Okay, I'll be casual. I'm gonna be a mushroom cloud of casual. You know why? Cause it's a game! I wanted to skip to the end and do the ""happily ever after"" thing but you don't get there unless you play the game.",39,315
315,1,2,Marshall ,So're you gonna ask her out?,40,316
316,1,2,Ted ,"Yeah-No! I can't ask her out, because if I ask her out I'm asking her out. So how do I ask her out, without asking her out? (thinks)",41,317
317,1,2,Lily ,Did you guys get high?,42,318
318,1,2,Ted ,I got it! I don't ask her out... I invite her to our party next Friday.,43,319
319,1,2,Marshall ,We're having a party next Friday?,44,320
320,1,2,Ted ,We are now-Casual,45,321
321,1,2,Barney ,"Yeah, cuz nothing says ""Casual"" like inviting a hundred people over just to ""Mac"" on one girl. Oh, and Lily-that's my leg.",46,322
322,1,2,Lily ,You waited five minutes to tell me that?,47,323
323,1,2,Marshall ,Alright-so call her up!,48,324
324,1,2,Ted ,"No-calling's not casual! I just gotta bump into her somewhere. If only I knew her schedule I could arrange a ""chance"" encounter.",49,325
325,1,2,Lily ,"that's great, Ted. You'll be the most ""Casual"" stalker ever.",50,326
326,1,2,Narrator ,"Now ever since Marshall put that ring on her finger, Lily had been...well... extra affectionate.",51,327
327,1,2,Marshall ,"Baby, no. I have a twenty-five paged paper on unconstitutional law due on Monday, I barely started,",52,328
328,1,2,Lily ,"Hey, I'm just sitting here. Wearing my ring... my beautiful ring. Kind of makes wearing other stuff seem wrong. Like my shirt. Kind of don't wanna wear my shirt anymore. Or... my underwear. Oh-that's right-I'm not wearing any.",53,329
329,1,2,Marshall ,(Closes laptop screen) No underwear?,54,330
330,1,2,Lily ,Not slightly.,55,331
331,1,2,Ted ,"Guys, boundaries! There she is!",56,332
332,1,2,Robin ,"(on TV) Thanks Bill, I'm reporting from the Razzle Dazzle Supermarket on 75th in Columbus",57,333
