"name","episode","speaker","text","episode_lines_id","all_lines_id"
"01","01","Robin ","Yeah, see the one in the middle just got dumped by her boyfriend so tonight every guy is... ""The enemy"".",92,92
"01","01","Ted ","You know if you don't make your friend feel better you could throw a drink at my face. I don't mind.",93,93
"01","01","Robin ","She would love that! It does look fun in the movies.",94,94
"01","01","Ted ","Hey, you wanna have dinner with me Saturday night?",95,95
"01","01","Robin ","Oh, I can't. I'm going to Orlando for a week on Friday. Some guys attempting to make a big (cut) so my news is covering it.",96,96
"01","01","Ted ","That's going to take a week?",97,97
"01","01","Robin ","Yeah, he's going to eat it too, it's another record.",98,98
"01","01","Robin's Dumped Friend"," Hey, what's taking so long?",99,99
"01","01","Ted ","Uh, I know this is a long shot, but how about tomorrow night?",100,100
"01","01","Robin ","(stops) Yeah, (agrees) What the hell (passes number to Ted. Throws drink on Ted's face) JERK! (Walks away. Whispers) that was fun.",101,101
"01","01","Barney ","(comes back laughing) De-wait for it-nied! Denied!",102,102
"01","01","Ted ","We're going out tomorrow night.",103,103
"01","01","Barney ","I thought we were playing laser tag tomorrow night?",104,104
"01","01","Ted ","Yeah, I was never going to go play laser tag. (Wipes alcohol off his face)",105,105
"01","01","Narrator ","The next night, I took her out to this little bistro in Brooklyn.",106,106
"01","01","Robin ","Wow that is one bad-ass blue French horn.",107,107
"01","01","Ted ","Yeah.",108,108
"01","01","Robin ","Mhmm.",109,109
"01","01","Ted ","Sort of looks like a... Smurf pen1s.",110,110
"01","01","Narrator ","Son, a piece of advice. When you go on a first date you really don't wanna say ""smurf pen1s"". Girls don't ordinarily like that.",111,111
"01","01","Narrator ","But that was no ordinary girl.",112,112
"01","01","Marshall ","Lilly?",113,113
"01","01","Lily ","How long have you been sitting there!? Stupid eye patch.",114,114
"01","01","Ted ","Mom, dad, I have found the future Mrs. Ted Mosby! Marshall, how have I always described my perfect woman?",115,115
"01","01","Marshall ","Oh let's see (thinks) she likes dogs?",116,116
"01","01","Robin ","I've got five dogs.",117,117
"01","01",NA,"Marshall:...she drinks scotch?",118,118
"01","01","Robin ","I love a scotch that's old enough to order its own scotch.",119,119
"01","01","Marshall ","Can quote obscure lines from ""Ghostbusters""?",120,120
"01","01","Robin ","Ray, when someone asks you if you're a god you say, ""Yes!""",121,121
"01","01","Ted ","And I'm saving the best for last.",122,122
"01","01","Robin ","Do you want these? (Holding up remaining olives from her plate) I hate olives.",123,123
"01","01","Marshall ","She hates olives! Awesome!",124,124
"01","01","Lily ","The olive theory.",125,125
"01","01","Ted ","The olive theory is based on my friends, Marshall and Lily. He hates olives, she loves them. In a weird way that's what makes them such a great couple. A Perfect balance (eats olive).",126,126
"01","01","Robin ","You know, I've had a jar of olives just sitting in my fridge forever.",127,127
"01","01","Ted ","(flirting) I can take them off your hands.",128,128
"01","01","Robin ","(flirting back) they're all yours.",129,129
"01","01","Marshall ","Oh, it is on! It is on (imitates robot) till the break of dawn.",130,130
"01","01","Lily ","wait, it's only the break of ten-thirty. What happened?",131,131
"01","01","Robin ","I've gotta get one of those blue French horns for over my fireplace. It's gotta be blue, it's gotta be French.",132,132
"01","01","Ted ","No Green Clarinet?",133,133
"01","01","Robin ","No.",134,134
"01","01","Ted ","Come on, no purple tuba?",135,135
"01","01","Robin ","It's a smurf pen1s, we're no dice.",136,136
"01","01","Producer ","(from inside van) there you are! We've got a jumper! Some crazy guy on the Manhattan Bridge. Come on, you're covering it!",137,137
"01","01","Robin ","Um, alright. I'll be right there. (To Ted) I'm sorry. I had a really great time tonight.",138,138
"01","01","Ted ","Yeah.",139,139
"01","01","Marshall ","So? Did you kiss her?",140,140
"01","01","Ted ","No. The moment wasn't right. (They sigh) Look, this woman could be my future wife; I want our first kiss to be amazing.",141,141
"01","01","Lily ","Aww, Ted that's so sweet. So you chickened out like the little bitch.",142,142
"01","01","Ted ","What? I did not chicken out! You know what? I don't need to take first kiss advice from some pirate who hasn't been single since the first week of college.",143,143
"01","01","Lily ","Ted, anyone who's single would tell you the same thing. Even the dumbest single person alive, and if you don't believe me...call him.",144,144
"01","01","Barney ","(Phone) Hey loser, how's not playing laser tag? Because playing laser tag is awesome! Oh, I k*lled you Connor; don't make me get your mom!",145,145
"01","01","Ted ","Hey, listen. I need your opinion on something.",146,146
"01","01","Barney ","Okay, meet me at the bar in fifteen minutes-AND SUIT UP!",147,147
"01","01","Ted ","So these guys think I chickened out. What do you think?",148,148
"01","01","Barney ","I can't believe you're still not wearing a SUIT!",149,149
"01","01","Ted ","She didn't even give me the signal.",150,150
"01","01","Barney ","What is she goanna-is she goanna bat her eyes at you in Morse code (bats eyes)?? Ted (bats eyes) Kiss me-No, you just kiss her!",151,151
"01","01","Ted ","Not if you don't get the signal.",152,152
"01","01","Barney ","Ee-(Kisses Marshal) Did Marshall give me the signal?",153,153
"01","01","Marshall ","No! (To Lily) I didn't, I swear.",154,154
"01","01","Barney ","But see-at least, tonight, I get to sleep knowing, Marshall and Me... never going to happen. You should've kissed her.",155,155
"01","01","Ted ","Urgh, I should've kissed her. What about when she gets back from Orlando?",156,156
"01","01","Barney ","A week? That's like-a year in hot girl time. She'll forget all about you. Mark my words: you will never see that one again.",157,157
"01","01","Ted ","There she is...",158,158
"01","01","Lily ","Ooo. She's cute! (To Carl) Hey Carl, turn it up!",159,159
"01","01","Robin ","(on TV)...persuaded him to reconsider at which point the man came down off the ledge, giving this bizarre story a happy ending. Reporting from",160,160
"01","01","Marshall ","Huh, guy didn't jump",161,161
"01","01","Robin ","(on TV) Metro One News, back to you bill.",162,162
"01","01","Ted ","I'm goanna go kiss her. Right now.",163,163
"01","01","Marshall ","Oh-Dude, it's midnight. As your future lawyer I'm goanna advise you: that's freakin' crazy!",164,164
"01","01","Ted ","I never do anything crazy! I'm always waiting for the moment! Planning the moment! Well she's leaving tomorrow this may be the only moment I'm goanna get! I gotta do what that guy couldn't, I gotta take the leap! Okay not a perfect metaphor, for me it's fall in love and get married-for him it's... death.",165,165
"01","01","Barney ","Actually, that is a perfect metaphor. By the way, did I congratulate you two? (Raises glass to Lily and Marshall)",166,166
"01","01","Ted ","I'm doing this. (Starts to leave)",167,167
"01","01","Lily ","Let's go (pulls Marshall up)",168,168
"01","01","Marshall ","Word up!",169,169
"01","01","Lily ","We're coming with you.",170,170
"01","01",NA,"Ted:...Barney?",171,171
"01","01","Barney ","Alright, but under one condition.",172,172
"01","01","Barney ","(happy) look at you, you beautiful b*st*rd, you suited up! This is totally going in my blog!",173,173
"01","01","Ted ","(To Ranjit-Cabdriver) Stop the car. Uh-pull over right here. I gotta do something.",174,174
"01","01","Ted ","Excuse me, pardon me. (grabs the Blue French Horn) Enjoy your coffee. (Runs away)",175,175
"01","01","Waitor ","Hey, HEY!",176,176
"01","01","Ted ","go, go, GO! (looks to his friends. Shrugs) Everybody brings flowers.",177,177
"01","01","Ted ","(Exhales) Okay. Moment of truth. Wish me luck. (Exhales)",178,178
"01","01","Barney ","Ted's goanna get it on with a TV reporter (nods. Laughs.) This just in. Okay (holds hand up for high-fives)",179,179
"01","01","Lily ","Kiss her, Ted. Kiss her good.",180,180
"01","01","Marshall ","Kiss the crap out of that girl",181,181
"01","01","Ted ","Marshall, remember this night. When you're the best man at our wedding and you give a speech, you're goanna tell this story. (exits cab)",182,182
"01","01","Barney ","Why does he get to be the best man? (Shouts out) I'M YOUR BEST FRIEND!",183,183
"01","01","Narrator ","As I walked up to that door a million thoughts raced through my mind. Unfortunately, one particular thought did not.",184,184
"01","01","Robin ","I've got five dogs.",185,185
"01","01","Ted ","Not good, not good, not good, not good.",186,186
"01","01","Lily ","No!",187,187
"01","01","Marshall ","Go back in there!",188,188
"01","01","Barney ","You're wearing a suit!",189,189
"01","01","Robin ","(from window) Ted?",190,190
"01","01","Ted ","Hi! (Silence) I was just uh-(hold up Smurf pen1s, aka French Horn)",191,191
"01","01","Robin ","Come on up.",192,192
"01","01","Marshall ","He's in.",193,193
"01","01","Barney ","So, (looks to the cabdriver) Ranjit... you must've done it with a Lebanese girl.",194,194
"01","01","Lily ","Okay-that's my Barney Limit. (Starts to leave the cab) I'm goanna see if that Bodega has a bathroom. (Leaves)",195,195
"01","01","Ranjit ","Actually, I'm from Bangladesh.",196,196
"01","01","Barney ","The women hot there?",197,197
"01","01","Ranjit ","Here's a picture of my wife! (Shows picture)",198,198
"01","01","Barney ","(Whispers to Marshall) Simple no would have sufficed. (To Ranjit) She's lovely.",199,199
"01","01","Robin ","So, Ted. What brings you back to Brooklyn at one in the morning in a-suit.",200,200
"01","01","Ted ","I was just hoping to get those olives... that you said I could have.",201,201
"01","01","Robin ","Would you like those olives with some Gin and Vermouth?",202,202
"01","01","Ted ","Are you trying to get me drunk?",203,203
"01","01","Robin ","For starters (turns music on. Leaves to the kitchen)",204,204
"01","01","Ted ","(Looks up and mouths) Thank you.",205,205
"01","01","Barney ","So, Marshall. This ""Olive Theory"" based on you and Lily?",206,206
"01","01","Marshall ","Yeah...",207,207
"01","01","Barney ","You hate olives? Lily loves them, you can't stand them.",208,208
"01","01","Marshall ","Yeah, hate olives.",209,209
"01","01","Barney ","Two weeks ago, Spanish bar on 79th Street, dish of olives-you had some. What up?",210,210
"01","01","Marshall ","(looks around for sign of Lily) You have to swear that this does not leave this cab.",211,211
"01","01","Barney ","I swear.",212,212
"01","01","Ranjit ","(Cuts into conversation) I swear.",213,213
"01","01","Marshall ","On our first date, I ordered a Greek salad; Lily asked if she could have my olives. I said, ""Sure... I hate olives.""",214,214
"01","01","Barney ","But you like olives!",215,215
"01","01","Marshall ","Well, I was eighteen, okay? I was a virgin. Been waiting for my whole life for a pretty girl to want my olives.",216,216
"01","01","Barney ","Marshall, I'm going to get you an early wedding present. Don't get married.",217,217
"01","01","Robin ","I think I like your ""Olive Theory"".",218,218
"01","01","Ted ","I think I like your French Horn.",219,219
"01","01","Robin ","I think I like your nose.",220,220
"01","01","Ted ","I think I'm in love with you.",221,221
"01","01",NA,"Lily, Marshall and Barney: What?",222,222
"01","01","Son and Daughter"," What?",223,223
"01","01","Robin ","What?",224,224
"01","01","Barney ","Come on man, you said your stomach's been hurting, right? You know what that is! Hunger. You're hungry for experience. Hungry for something new. Hungry for olives. But you're too scared to do anything about it.",225,225
"01","01","Marshall ","Yeah, I'm scared, okay? But when I think about spending the rest of my life with Lily... committing forever, no other women (Lily appears behind Marshall in the open window) doesn't scare me at all. I'm marrying that girl. (Lily pops her head in from the window. Marshall turns around) Lily. Lily, I like olives.",226,226
"01","01","Lily ","We'll make it work. (They kiss.)",227,227
"01","01","Ranjit ","aww.",228,228
"01","01","Ted ","So Orlando, you goanna hit Disney World?",229,229
"01","01","Robin ","You love me?",230,230
"01","01","Ted ","Oh, god, I can't believe I said that. Why did I say that? Who says that? I should just go. (Gets up)",231,231
"01","01","Robin ","Hold on. (Gets up) Wait a minute. (Hands him Olives) Promised you these.",232,232
"01","01","Ted ","Olives. Thanks. I love you. What's wrong with me?",233,233
"01","01","Barney ","Why are we still sitting here? Let's go! We can still make last call. What do you say Lil? (Pirate Accent) Yo, ho ho and a bottle o' rum? (Silence) 'Cuz you're a pirate...",234,234
"01","01","Lily ","Okay, eye patch gone-(takes eye patch off and throws it at Barney) And we can't just abandon Ted. If it doesn't go well up there he's gonna need some support.",235,235
"01","01","Marshall ","It's been like twenty minutes. You think they're doin' it?",236,236
"01","01","Barney ","You think they're doing it in front of the dogs?",237,237
"01","01","Marshall ","Doggie style. (Laughs)",238,238
"01","01","Barney ","I had this girl in college; she had a golden retriever-",239,239
"01","01","Lily ","Okay, we can go to the bar, just stop talking.",240,240
"01","01","Barney ","Hit it Ranjit. (They drive off)",241,241
"01","01","Ted ","So when you tell this story to your friends, could you avoid the word ""psycho""? I prefer...eccentric.",242,242
"01","01","Robin ","Good night, psycho (smiles). (Ted sarcastically clutches heart. Realizes friends left him)",243,243
"01","01","Ted ","Great (before Robin closes the door) Umm... how do I get to the F Train?",244,244
"01","01","Robin ","Oh, um-two blocks (comes out) that way (points) and take a right.",245,245
"01","01","Ted ","(upset/tired) Thanks. (Walks down the steps. Robin begins to walk in) You know what? (Robin stops. Ted turns around). I'm done being single. I'm not good at it. Look, obviously you can't tell a woman you just met you love her. But... it sucks that you can't. I'll tell you something though, if a woman-not you... just some hypothetical woman-were to bare with me through all this. I think I'd make a damn good husband. Because that's the stuff I'd be good at. Stuff like making her laugh and being a good father... and walking her five hypothetical dogs. Being a good kisser.",246,246
"01","01","Robin ","Everyone thinks they're a good kisser.",247,247
"01","01","Ted ","Oh, I've got references.",248,248
"01","01","Robin ","Good night, Ted. (Shake hands.)",249,249
"01","01","Ted ","And I'm a good hand shaker",250,250
"01","01","Robin ","that's a pretty great hand shake. (Looks him in the eyes)",251,251
"01","01","Ted ","And that was it, probably never see her again. (Silence) What?",252,252
"01","01","Marshall ","That was the signal!",253,253
"01","01","Lily ","That long lingering handshake-you should've kissed her!",254,254
"01","01","Barney ","There's no such thing as the signal. But yeah-that was the signal.",255,255
"01","01","Rangit ","Signal (nods)",256,256
"01","01","Marshal ","Ah, Carl thank you. Something I gotta do.",257,257
"01","01","Carl ","By the way, you should've kissed her.",258,258
"01","01","Ted ","Carl!? (turns to friends) You guys weren't there.",259,259
"01","01","Lily ","I am so turned on right now.",260,260
"01","01","Ted ","Guys, trust me. I've seen the signal. That was not the signal.",261,261
"01","01","Barney ","Yeah Ted, we're not on you anymore.",262,262
"01","01","Marshall ","(Toasting) To my fiancé!",263,263
"01","01","Lily ","(smiles) to the future!",264,264
"01","01","Ranjit ","To one hell of a night!",265,265
"01","01","Ted ","That was not the signal!",266,266
"01","01","Narrator ","I asked her about it years later, and yeah, that was the signal. I could've kissed her. But that's the funny thing about destiny.",267,267
"01","01",NA,"Narrator:... it happens whether you plan it or not. I mean I...",268,268
"01","01",NA,"Narrator:... never thought I'd see that girl again. But it...",269,269
"01","01",NA,"Narrator:...turns out, I was just too close...",270,270
"01","01",NA,"Narrator:...to the puzzle to see the picture that was forming. Because that kids...",271,271
"01","01",NA,"Narrator:...is the true story, of how I met your Aunt Robin.",272,272
"01","01","Son ","Aunt Robin?",273,273
"01","01","Daughter ","I thought this was about how you met mom!",274,274
"01","01","Narrator ","Will you relax? I'm getting to it. (Son and daughter sit back unpleased) like I said:",275,275
"01","01",NA,"Narrator:...it's a long story.",276,276
"01","02","Narrator ","Okay, where was I?",1,277
"01","02","Daughter ","You were telling us how you met mom.",2,278
"01","02","Son ","In excruciating detail...",3,279
"01","02","Narrator ","Right, so (While Flashbacks take place) back in 2005 when I was twenty-seven, my two best friends got engaged. And it got me thinking, ""Maybe I should get married."" Then I saw... Robin. She was incredible. I just knew I had to meet her. That's where your Uncle Barney came in.",4,280
"01","02","Barney ","I suggest we play a little game I like to call, ""Have you Met Ted?""",5,281
"01","02","Ted ","No, no, no-we're not playing ""Have you Met Ted!""",6,282
"01","02","Barney ","(Taps Robin's shoulder) Hi! Have you met Ted? (Leaves)",7,283
"01","02","Narrator ","So I asked her out, and I know this sounds crazy... but after just one date, I was in love with her, which made me say something stupid",8,284
"01","02","Ted ","I think I'm in love with you.",9,285
"01","02","Robin ","What?",10,286
"01","02","Daughter ","Oh, Dad.",11,287
"01","02","Son ","So then what happened?",12,288
"01","02","Narrator ","Nothing. I mean, I made a complete fool of myself. So... a week went by and I decided not to call her.",13,289
"01","02","Marshall ","So you're not goanna call her? You went from, ""I think I'm in love with you"" to ""I'm not gonna call her?""",14,290
"01","02","Ted ","I wasn't in love with her, okay? I was briefly in love with the abstract idea of getting married! That had absolutely nothing to do with Robin. (Finds Lily and Robin chatting at a table.) Robin!",15,291
"01","02","Robin ","Hey!",16,292
"01","02","Lily ","Look who I ran into!",17,293
"01","02","Ted ","Since when do you guys know each other?",18,294
"01","02","Robin ","Uh... since about (points to glass) here. Lily recognized me from the news and-(Lily and Marshall kiss) Hello, Sailor!",19,295
"01","02","Ted ","They just got engaged.",20,296
"01","02","Robin ","Well, I should get back to the station. See you guys. (Marshall raises a hand while still kissing Lily) Nice seeing you, Ted.",21,297
"01","02","Ted ","Yeah, you too. (Robin leaves, Barney walks closer) Damn it.",22,298
"01","02","Lily ","What?",23,299
"01","02","Ted ","I'm in love with her.",24,300
"01","02","Barney ","(hits him) No! As your sponsor I will not let you relapse. You blew it; it's over-move on.",25,301
"01","02","Ted ","I don't know! I just have this feeling. She's the future Mrs. Ted Mosby.",26,302
"01","02","Ted ","Lily, you squeaked?",27,303
"01","02","Ted ","She said something about me didn't she? Come on, spill it, Red.",28,304
"01","02","Lily ","Fine!",29,305
"01","02","Lily ","So what do we think of Ted?",30,306
"01","02","Robin ","(laughs) Ted's something else.",31,307
"01","02","Ted ","Huh... I'm gonna spin that as good. Lots of guys are ""something"", I'm ""something else"".",32,308
"01","02","Robin ","Comes on a little strong.",33,309
"01","02","Ted ","But...that's part of my charm.",34,310
"01","02","Lily ","But that's part of his charm.",35,311
"01","02","Robin ","Oh, totally. I mean, he's sweet, he's charming, he's just looking for something a little bit more serious than I am. I mean the most I can handle right now is something casual. This just stays between us, right?",36,312
"01","02","Lily ","Are you kidding? This flapper-for knocks.",37,313
"01","02","Lily ","(shy) Oops...",38,314
"01","02","Ted ","She wants casual. Okay, I'll be casual. I'm gonna be a mushroom cloud of casual. You know why? Cause it's a game! I wanted to skip to the end and do the ""happily ever after"" thing but you don't get there unless you play the game.",39,315
"01","02","Marshall ","So're you gonna ask her out?",40,316
"01","02","Ted ","Yeah-No! I can't ask her out, because if I ask her out I'm asking her out. So how do I ask her out, without asking her out? (thinks)",41,317
"01","02","Lily ","Did you guys get high?",42,318
"01","02","Ted ","I got it! I don't ask her out... I invite her to our party next Friday.",43,319
"01","02","Marshall ","We're having a party next Friday?",44,320
"01","02","Ted ","We are now-Casual",45,321
"01","02","Barney ","Yeah, cuz nothing says ""Casual"" like inviting a hundred people over just to ""Mac"" on one girl. Oh, and Lily-that's my leg.",46,322
"01","02","Lily ","You waited five minutes to tell me that?",47,323
"01","02","Marshall ","Alright-so call her up!",48,324
"01","02","Ted ","No-calling's not casual! I just gotta bump into her somewhere. If only I knew her schedule I could arrange a ""chance"" encounter.",49,325
"01","02","Lily ","that's great, Ted. You'll be the most ""Casual"" stalker ever.",50,326
"01","02","Narrator ","Now ever since Marshall put that ring on her finger, Lily had been...well... extra affectionate.",51,327
"01","02","Marshall ","Baby, no. I have a twenty-five paged paper on unconstitutional law due on Monday, I barely started,",52,328
"01","02","Lily ","Hey, I'm just sitting here. Wearing my ring... my beautiful ring. Kind of makes wearing other stuff seem wrong. Like my shirt. Kind of don't wanna wear my shirt anymore. Or... my underwear. Oh-that's right-I'm not wearing any.",53,329
"01","02","Marshall ","(Closes laptop screen) No underwear?",54,330
"01","02","Lily ","Not slightly.",55,331
"01","02","Ted ","Guys, boundaries! There she is!",56,332
"01","02","Robin ","(on TV) Thanks Bill, I'm reporting from the Razzle Dazzle Supermarket on 75th in Columbus",57,333
"01","02","Ted ","75th in Columbus. (Gets up and grabs coat) Game on! (Leaves)",58,334
"01","02","Robin ","where four year old, Leroy Ellensburg, climbed inside a grab a prize machine (You see child stuck in toy machine) and gotten stuck.",59,335
"01","02","Robin ","And on the pursuit of a stuffed purple giraffe. (Ted appears behind her, leaves nervously) From Metro News One, I'm Robin Scherbatsky. (News report ends)",60,336
"01","02","Cameraman ","We're clear",61,337
"01","02","Robin ","(To cameraman) Thanks. (Notices Ted) Ted?",62,338
"01","02","Ted ","(Turns around nonchalant) Robin, wow! What are the odds?",63,339
"01","02","Robin ","What are you doing here?",64,340
"01","02","Ted ","Oh, you know, just-uh-Shopping for-uh-dip (holds dip) I love dip... I mean I don't love dip, I like dip. As a friend, you know. So-uh-hey, you-uh-reporting a news story or something? (puts dip back)",65,341
"01","02","Robin ","Yeah, kid stuck in a crane machine, how sweet of you to call it news.",66,342
